sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	maddog_lineage
MK887205	AL_Cosmopolitan_Vac	Cosmopolitan Vac	MEX	Mexico	Puebla	2017	2017	2017	483	27-Nov-2019	27-Nov-2019	Desmodus rotundus	-	C	NULL
MK887206	AL_Cosmopolitan_Vac	Cosmopolitan Vac	MEX	Mexico	Puebla	2017	2017	2017	483	27-Nov-2019	27-Nov-2019	Desmodus rotundus	-	D	NULL
MK956097	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1015BRACMG2015	Cosmopolitan_A1
MK956098	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1131BRACMG2015	Cosmopolitan AM2a_A1
MK956099	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1200BRACMG2015	Cosmopolitan AM2a_A1
MK956100	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1372BRACMG2015	Cosmopolitan AM2a_A1
MK956101	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1407BRACMG2015	Cosmopolitan AM2a_A1
MN549362	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	-	2006	2006	2006	429	05-Feb-2020	05-Feb-2020	Bos taurus	-	2780bovineCoa06	NULL
MT872379	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2013	2013	2013	264	03-Nov-2022	03-Nov-2022	Canis familiaris	-	C01_13	NULL
MT872383	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2015	2015	2015	264	03-Nov-2022	03-Nov-2022	Vulpes vulpes	-	F01_15	NULL
MT872390	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2017	2017	2017	264	03-Nov-2022	03-Nov-2022	Sus scrofa	-	PG01_17_ICA	NULL
MT872391	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2017	2017	2017	264	03-Nov-2022	03-Nov-2022	Canis familiaris	-	C01_17	NULL
MT872392	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	2019	2019	2019	264	03-Nov-2022	03-Nov-2022	Vulpes vulpes	-	F01_19	NULL
MT872395	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2020	2020	2020	263	03-Nov-2022	03-Nov-2022	Canis familiaris	-	C01_20	NULL
MW055107	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	GTM	Guatemala	Totonicapan	2018	2018	2018	1353	22-Nov-2020	22-Nov-2020	Canis familiaris	33158200	No.12+	NULL
MW055129	AL_Cosmopolitan	Cosmopolitan	HTI	Haiti	-	2018	2018	2018	1353	22-Nov-2020	22-Nov-2020	Canis familiaris	33158200	A18-0735	NULL
MW055130	AL_Cosmopolitan	Cosmopolitan	HTI	Haiti	-	2018	2018	2018	1353	22-Nov-2020	22-Nov-2020	Canis familiaris	33158200	A18-0740	NULL
MW123052	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1986	1986	1986	133	25-Sep-2021	25-Sep-2021	Canis familiaris	33542337	86001BRE	NULL
MW302193	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Canis lupus familiaris	33375530	588_2018	NULL
MW302194	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Canis lupus familiaris	33375530	848_2018	NULL
MW302195	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	2019	2019	2019	586	15-Jan-2021	15-Jan-2021	Canis lupus familiaris	33375530	1183_2019	NULL
MW302202	AL_MASTER	Rabies Virus (RABV)	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Myotis sp.	33375530	442_2018	NULL
MW302203	AL_MASTER	Rabies Virus (RABV)	ARG	Argentina	-	2018	2018	2018	586	15-Jan-2021	15-Jan-2021	Myotis sp.	33375530	662_2018	NULL
MW302204	AL_MASTER	Rabies Virus (RABV)	ARG	Argentina	-	2020	2020	2020	586	15-Jan-2021	15-Jan-2021	Myotis sp.	33375530	029_2020	NULL
OK247527	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Caborca, Sonora	2014	2014	2014	764	08-Mar-2022	08-Mar-2022	Equus caballus	-	798MxEquineSon14	Cosmopolitan
OK247528	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Caborca, Sonora	2014	2014	2014	764	08-Mar-2022	08-Mar-2022	puma	-	251MxPumaSon14	Cosmopolitan
OK247529	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Hermosillo, Sonora	2002	2002	2002	764	08-Mar-2022	08-Mar-2022	puma	-	1811MxPumaSon02	Cosmopolitan
OK247530	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Rayon, Sonora	2008	2008	2008	764	08-Mar-2022	08-Mar-2022	puma	-	3044MxPumaSon08	Cosmopolitan
OK247531	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Chinipas, Chihuahua	2018	2018	2018	764	08-Mar-2022	08-Mar-2022	puma	-	1690MxPumaChih18	Cosmopolitan
OK247532	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Alamos, Sonora	2013	2013	2013	764	08-Mar-2022	08-Mar-2022	skunk	-	1765MxSkunkSon13	Cosmopolitan
OK247533	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Ures, Sonora	2013	2013	2013	764	08-Mar-2022	08-Mar-2022	Felis catus	-	2483MxBobcatSon13	Cosmopolitan
OK247534	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Caborca, Sonora	2019	2019	2019	764	08-Mar-2022	08-Mar-2022	Vulpes vulpes	-	1763MxFoxSon19	Cosmopolitan
OK247535	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Guachochi, Chihuahua	2001	2001	2001	749	08-Mar-2022	08-Mar-2022	puma	-	4141MxPumaChih01	Cosmopolitan
OK247536	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Arizpe, Sonora	2012	2012	2012	737	08-Mar-2022	08-Mar-2022	puma	-	5924MxPumaSon12	Cosmopolitan
OK564514	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	-	2021	2021	2021	11925	11-Oct-2022	11-Oct-2022	Equus caballus	-	CPA-06882-21	NULL
OL451878	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Tucuman	1995	1995	1995	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA35	NULL
OL451879	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Tucuman	1996	1996	1996	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA38	NULL
OL451880	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Tucuman	1996	1996	1996	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA39	NULL
OL451881	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2000	2000	2000	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA53	NULL
OL451882	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2000	2000	2000	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA71	NULL
OL451883	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2001	2001	2001	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA112	NULL
OL451884	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2001	2001	2001	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA120	NULL
OL451885	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2004	2004	2004	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AA474	NULL
OL451886	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2007	2007	2007	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA774	NULL
OL451887	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AA886	NULL
OL451888	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA888	NULL
OL451889	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA911	NULL
OL451890	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Nasua nasua	34960753	AA929	NULL
OL451891	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA957	NULL
OL451892	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA959	NULL
OL451893	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2009	2009	2009	1353	12-Jan-2022	12-Jan-2022	Nasua nasua	34960753	AA966	NULL
OL451894	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2012	2012	2012	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB124	NULL
OL451895	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB160	NULL
OL451896	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AB193	NULL
OL451897	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB353	NULL
OL451898	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	AB356	NULL
OL451899	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB357	NULL
OL451900	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1353	12-Jan-2022	12-Jan-2022	Nasua nasua	34960753	AB361	NULL
OL451901	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2013	2013	2013	1347	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB362	NULL
OL451902	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB118	NULL
OL451903	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AB122	NULL
OL451904	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2016	2016	2016	1329	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	739	NULL
OL451905	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2017	2017	2017	1346	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	682	NULL
OL451906	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2008	2008	2008	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	A874	NULL
OL451907	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	Itapua	1992	1992	1992	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	369	NULL
OL451908	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	Itapua	1991	1991	1991	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	352	NULL
OL451909	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	A166	NULL
OL451910	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	1997	1997	1997	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	552	NULL
OL451911	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2006	2006	2006	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	A696	NULL
OL451912	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2001	2001	2001	1353	12-Jan-2022	12-Jan-2022	Cerdocyon thous	34960753	A119	NULL
OL451913	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Chaco	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA148	NULL
OL451914	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Formosa	2007	2007	2007	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA881	NULL
OL451915	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Mato Grosso do Sul	1989	1989	1989	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	257	NULL
OL451916	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	PRY	Paraguay	Itapua	1991	1991	1991	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	353	NULL
OL451917	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2000	2000	2000	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA21	NULL
OL451918	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	1999	1999	1999	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA42	NULL
OL451919	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	1999	1999	1999	1353	12-Jan-2022	12-Jan-2022	Felis catus	34960753	AA47	NULL
OL451920	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	1999	1999	1999	1353	12-Jan-2022	12-Jan-2022	Felis catus	34960753	AA50	NULL
OL451921	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1352	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA126	NULL
OL451922	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA178	NULL
OL451923	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	monkey	34960753	AA180	NULL
OL451924	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2002	2002	2002	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	AA183	NULL
OL451925	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Salta	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M297	NULL
OL451926	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2015	2015	2015	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M632	NULL
OL451927	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2006	2006	2006	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M639	NULL
OL451928	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2005	2005	2005	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M654	NULL
OL451929	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2003	2003	2003	1353	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M863	NULL
OL451930	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2003	2003	2003	1350	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M870	NULL
OL451931	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2006	2006	2006	1348	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M876	NULL
OL451932	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	Jujuy	2003	2003	2003	1350	12-Jan-2022	12-Jan-2022	Canis lupus familiaris	34960753	M1009	NULL
OM971003	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Sinanche, Yucatan	2015	2015	2015	11794	16-Jan-2023	16-Jan-2023	Nasua narica	-	1442MxCoatiYuc15	Cosmopolitan
OM971004	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Tekax, Yucatan	2017	2017	2017	11794	16-Jan-2023	16-Jan-2023	Nasua narica	-	1443MxCoatiYuc17	Cosmopolitan
OM971005	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Hablekal, Yucatan	2020	2020	2020	11794	16-Jan-2023	16-Jan-2023	Nasua narica	-	25MxCoatiYuc20	Cosmopolitan
OP762206	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1	NULL
OP762207	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2	NULL
OP762208	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3	NULL
OP762209	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4	NULL
OP762210	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5	NULL
OP762211	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6	NULL
OP762212	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7	NULL
OP762213	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8	NULL
OP762214	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9	NULL
OP762215	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10	NULL
OP762216	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1_Ab	NULL
OP762217	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2_Ab	NULL
OP762218	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3_Ab	NULL
OP762219	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4_Ab	NULL
OP762220	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5_Ab	NULL
OP762221	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6_Ab	NULL
OP762222	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7_Ab	NULL
OP762223	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8_Ab	NULL
OP762224	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9_Ab	NULL
OP762225	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1575	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10_Ab	NULL
OP762276	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1	NULL
OP762277	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2	NULL
OP762278	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3	NULL
OP762279	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4	NULL
OP762280	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5	NULL
OP762281	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6	NULL
OP762282	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7	NULL
OP762283	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8	NULL
OP762284	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9	NULL
OP762285	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10	NULL
OP762286	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P1_Ab	NULL
OP762287	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P2_Ab	NULL
OP762288	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P3_Ab	NULL
OP762289	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P4_Ab	NULL
OP762290	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P5_Ab	NULL
OP762291	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P6_Ab	NULL
OP762292	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P7_Ab	NULL
OP762293	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P8_Ab	NULL
OP762294	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P9_Ab	NULL
OP762295	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1221	27-Mar-2023	27-Mar-2023	Canis lupus familiaris	36558890	IP3629/11_P10_Ab	NULL
OQ543189	AL_MASTER	Rabies Virus (RABV)	BRA	Brazil	Trairi-CE	2022	2022	2022	177	28-Aug-2023	28-Aug-2023	Artibeus lituratus	37605969	LACEN-UNIFESP S-93	NULL
PP536644	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_1P	NULL
PP536645	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_2P	NULL
PP536646	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_3P	NULL
PP536647	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_4P	NULL
PP536648	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_5P	NULL
PP536649	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2014	2014	2014	714	01-Apr-2024	01-Apr-2024	mice	-	SNC_Camundongos_N_6P	NULL
